Learning Rate,Bias,Epoch,x1,x2,Yd,w1 inicial,w2 inicial,Y,Error,w1 final,w2 final
0.01,1.0,23,0,0,0,0.27084,0.36314,1,-1,0.27084,0.36314
0.01,1.0,23,0,1,0,0.27084,0.36314,1,-1,0.27084,0.35314
0.01,1.0,23,1,0,0,0.27084,0.35314,1,-1,0.26084,0.35314
0.01,1.0,23,1,1,1,0.26084,0.35314,1,0,0.26084,0.35314
0.01,1.0,24,0,0,0,0.26084,0.35314,1,-1,0.26084,0.35314
0.01,1.0,24,0,1,0,0.26084,0.35314,1,-1,0.26084,0.34314
0.01,1.0,24,1,0,0,0.26084,0.34314,1,-1,0.25084,0.34314
0.01,1.0,24,1,1,1,0.25084,0.34314,1,0,0.25084,0.34314
0.01,1.0,25,0,0,0,0.25084,0.34314,1,-1,0.25084,0.34314
0.01,1.0,25,0,1,0,0.25084,0.34314,1,-1,0.25084,0.33314
0.01,1.0,25,1,0,0,0.25084,0.33314,1,-1,0.24084,0.33314
0.01,1.0,25,1,1,1,0.24084,0.33314,1,0,0.24084,0.33314
0.01,1.0,26,0,0,0,0.24084,0.33314,1,-1,0.24084,0.33314
0.01,1.0,26,0,1,0,0.24084,0.33314,1,-1,0.24084,0.32314
0.01,1.0,26,1,0,0,0.24084,0.32314,1,-1,0.23084,0.32314
0.01,1.0,26,1,1,1,0.23084,0.32314,1,0,0.23084,0.32314
0.01,1.0,27,0,0,0,0.23084,0.32314,1,-1,0.23084,0.32314
0.01,1.0,27,0,1,0,0.23084,0.32314,1,-1,0.23084,0.31314
0.01,1.0,27,1,0,0,0.23084,0.31314,1,-1,0.22084,0.31314
0.01,1.0,27,1,1,1,0.22084,0.31314,1,0,0.22084,0.31314
0.01,1.0,28,0,0,0,0.22084,0.31314,1,-1,0.22084,0.31314
0.01,1.0,28,0,1,0,0.22084,0.31314,1,-1,0.22084,0.30314
0.01,1.0,28,1,0,0,0.22084,0.30314,1,-1,0.21084,0.30314
0.01,1.0,28,1,1,1,0.21084,0.30314,1,0,0.21084,0.30314
0.01,1.0,29,0,0,0,0.21084,0.30314,1,-1,0.21084,0.30314
0.01,1.0,29,0,1,0,0.21084,0.30314,1,-1,0.21084,0.29314
0.01,1.0,29,1,0,0,0.21084,0.29314,1,-1,0.20084,0.29314
0.01,1.0,29,1,1,1,0.20084,0.29314,1,0,0.20084,0.29314
0.01,1.0,30,0,0,0,0.20084,0.29314,1,-1,0.20084,0.29314
0.01,1.0,30,0,1,0,0.20084,0.29314,1,-1,0.20084,0.28314
0.01,1.0,30,1,0,0,0.20084,0.28314,1,-1,0.19084,0.28314
0.01,1.0,30,1,1,1,0.19084,0.28314,1,0,0.19084,0.28314
0.01,1.0,31,0,0,0,0.19084,0.28314,1,-1,0.19084,0.28314
0.01,1.0,31,0,1,0,0.19084,0.28314,1,-1,0.19084,0.27314
0.01,1.0,31,1,0,0,0.19084,0.27314,1,-1,0.18084,0.27314
0.01,1.0,31,1,1,1,0.18084,0.27314,1,0,0.18084,0.27314
0.01,1.0,32,0,0,0,0.18084,0.27314,1,-1,0.18084,0.27314
0.01,1.0,32,0,1,0,0.18084,0.27314,1,-1,0.18084,0.26314
0.01,1.0,32,1,0,0,0.18084,0.26314,1,-1,0.17084,0.26314
0.01,1.0,32,1,1,1,0.17084,0.26314,1,0,0.17084,0.26314
0.01,1.0,33,0,0,0,0.17084,0.26314,1,-1,0.17084,0.26314
0.01,1.0,33,0,1,0,0.17084,0.26314,1,-1,0.17084,0.25314
0.01,1.0,33,1,0,0,0.17084,0.25314,1,-1,0.16084,0.25314
0.01,1.0,33,1,1,1,0.16084,0.25314,1,0,0.16084,0.25314
0.01,1.0,34,0,0,0,0.16084,0.25314,1,-1,0.16084,0.25314
0.01,1.0,34,0,1,0,0.16084,0.25314,1,-1,0.16084,0.24314
0.01,1.0,34,1,0,0,0.16084,0.24314,1,-1,0.15084,0.24314
0.01,1.0,34,1,1,1,0.15084,0.24314,1,0,0.15084,0.24314
0.01,1.0,35,0,0,0,0.15084,0.24314,0,0,0.15084,0.24314
0.01,1.0,35,0,1,0,0.15084,0.24314,1,-1,0.15084,0.23314
0.01,1.0,35,1,0,0,0.15084,0.23314,1,-1,0.14084,0.23314
0.01,1.0,35,1,1,1,0.14084,0.23314,1,0,0.14084,0.23314
0.01,1.0,36,0,0,0,0.14084,0.23314,0,0,0.14084,0.23314
0.01,1.0,36,0,1,0,0.14084,0.23314,1,-1,0.14084,0.22314
0.01,1.0,36,1,0,0,0.14084,0.22314,1,-1,0.13084,0.22314
0.01,1.0,36,1,1,1,0.13084,0.22314,1,0,0.13084,0.22314
0.01,1.0,37,0,0,0,0.13084,0.22314,0,0,0.13084,0.22314
0.01,1.0,37,0,1,0,0.13084,0.22314,1,-1,0.13084,0.21314
0.01,1.0,37,1,0,0,0.13084,0.21314,1,-1,0.12084,0.21314
0.01,1.0,37,1,1,1,0.12084,0.21314,1,0,0.12084,0.21314
0.01,1.0,38,0,0,0,0.12084,0.21314,0,0,0.12084,0.21314
0.01,1.0,38,0,1,0,0.12084,0.21314,1,-1,0.12084,0.20314
0.01,1.0,38,1,0,0,0.12084,0.20314,1,-1,0.11084,0.20314
0.01,1.0,38,1,1,1,0.11084,0.20314,1,0,0.11084,0.20314
0.01,1.0,39,0,0,0,0.11084,0.20314,0,0,0.11084,0.20314
0.01,1.0,39,0,1,0,0.11084,0.20314,1,-1,0.11084,0.19314
0.01,1.0,39,1,0,0,0.11084,0.19314,1,-1,0.10084,0.19314
0.01,1.0,39,1,1,1,0.10084,0.19314,1,0,0.10084,0.19314
0.01,1.0,40,0,0,0,0.10084,0.19314,0,0,0.10084,0.19314
0.01,1.0,40,0,1,0,0.10084,0.19314,1,-1,0.10084,0.18314
0.01,1.0,40,1,0,0,0.10084,0.18314,0,0,0.10084,0.18314
0.01,1.0,40,1,1,1,0.10084,0.18314,1,0,0.10084,0.18314
0.01,1.0,41,0,0,0,0.10084,0.18314,0,0,0.10084,0.18314
0.01,1.0,41,0,1,0,0.10084,0.18314,1,-1,0.10084,0.17314
0.01,1.0,41,1,0,0,0.10084,0.17314,0,0,0.10084,0.17314
0.01,1.0,41,1,1,1,0.10084,0.17314,1,0,0.10084,0.17314
0.01,1.0,42,0,0,0,0.10084,0.17314,0,0,0.10084,0.17314
0.01,1.0,42,0,1,0,0.10084,0.17314,1,-1,0.10084,0.16314
0.01,1.0,42,1,0,0,0.10084,0.16314,0,0,0.10084,0.16314
0.01,1.0,42,1,1,1,0.10084,0.16314,1,0,0.10084,0.16314
0.01,1.0,43,0,0,0,0.10084,0.16314,0,0,0.10084,0.16314
0.01,1.0,43,0,1,0,0.10084,0.16314,1,-1,0.10084,0.15314
0.01,1.0,43,1,0,0,0.10084,0.15314,0,0,0.10084,0.15314
0.01,1.0,43,1,1,1,0.10084,0.15314,1,0,0.10084,0.15314
0.01,1.0,44,0,0,0,0.10084,0.15314,0,0,0.10084,0.15314
0.01,1.0,44,0,1,0,0.10084,0.15314,0,0,0.10084,0.15314
0.01,1.0,44,1,0,0,0.10084,0.15314,0,0,0.10084,0.15314
0.01,1.0,44,1,1,1,0.10084,0.15314,1,0,0.10084,0.15314
0.05,-1.0,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.05,-1.0,1,0,1,0,0.49084,0.58314,0,0,0.49084,0.58314
0.05,-1.0,1,1,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.05,-1.0,1,1,1,1,0.49084,0.58314,1,0,0.49084,0.58314
0.05,-0.5,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.05,-0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.53314
0.05,-0.5,1,1,0,0,0.49084,0.53314,0,0,0.49084,0.53314
0.05,-0.5,1,1,1,1,0.49084,0.53314,1,0,0.49084,0.53314
0.05,-0.5,2,0,0,0,0.49084,0.53314,0,0,0.49084,0.53314
0.05,-0.5,2,0,1,0,0.49084,0.53314,0,0,0.49084,0.53314
0.05,-0.5,2,1,0,0,0.49084,0.53314,0,0,0.49084,0.53314
0.05,-0.5,2,1,1,1,0.49084,0.53314,1,0,0.49084,0.53314
0.05,0.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.05,0.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.53314
0.05,0.0,1,1,0,0,0.49084,0.53314,1,-1,0.44084,0.53314
0.05,0.0,1,1,1,1,0.44084,0.53314,1,0,0.44084,0.53314
0.05,0.0,2,0,0,0,0.44084,0.53314,0,0,0.44084,0.53314
0.05,0.0,2,0,1,0,0.44084,0.53314,1,-1,0.44084,0.48314
0.05,0.0,2,1,0,0,0.44084,0.48314,1,-1,0.39084,0.48314
0.05,0.0,2,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.05,0.0,3,0,0,0,0.39084,0.48314,0,0,0.39084,0.48314
0.05,0.0,3,0,1,0,0.39084,0.48314,1,-1,0.39084,0.43314
0.05,0.0,3,1,0,0,0.39084,0.43314,1,-1,0.34084,0.43314
0.05,0.0,3,1,1,1,0.34084,0.43314,1,0,0.34084,0.43314
0.05,0.0,4,0,0,0,0.34084,0.43314,0,0,0.34084,0.43314
0.05,0.0,4,0,1,0,0.34084,0.43314,1,-1,0.34084,0.38314
0.05,0.0,4,1,0,0,0.34084,0.38314,0,0,0.34084,0.38314
0.05,0.0,4,1,1,1,0.34084,0.38314,1,0,0.34084,0.38314
0.05,0.0,5,0,0,0,0.34084,0.38314,0,0,0.34084,0.38314
0.05,0.0,5,0,1,0,0.34084,0.38314,0,0,0.34084,0.38314
0.05,0.0,5,1,0,0,0.34084,0.38314,0,0,0.34084,0.38314
0.05,0.0,5,1,1,1,0.34084,0.38314,1,0,0.34084,0.38314
0.05,0.5,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.05,0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.53314
0.05,0.5,1,1,0,0,0.49084,0.53314,1,-1,0.44084,0.53314
0.05,0.5,1,1,1,1,0.44084,0.53314,1,0,0.44084,0.53314
0.05,0.5,2,0,0,0,0.44084,0.53314,1,-1,0.44084,0.53314
0.05,0.5,2,0,1,0,0.44084,0.53314,1,-1,0.44084,0.48314
0.05,0.5,2,1,0,0,0.44084,0.48314,1,-1,0.39084,0.48314
0.05,0.5,2,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.05,0.5,3,0,0,0,0.39084,0.48314,1,-1,0.39084,0.48314
0.05,0.5,3,0,1,0,0.39084,0.48314,1,-1,0.39084,0.43314
0.05,0.5,3,1,0,0,0.39084,0.43314,1,-1,0.34084,0.43314
0.05,0.5,3,1,1,1,0.34084,0.43314,1,0,0.34084,0.43314
0.05,0.5,4,0,0,0,0.34084,0.43314,1,-1,0.34084,0.43314
0.05,0.5,4,0,1,0,0.34084,0.43314,1,-1,0.34084,0.38314
0.05,0.5,4,1,0,0,0.34084,0.38314,1,-1,0.29084,0.38314
0.05,0.5,4,1,1,1,0.29084,0.38314,1,0,0.29084,0.38314
0.05,0.5,5,0,0,0,0.29084,0.38314,0,0,0.29084,0.38314
0.05,0.5,5,0,1,0,0.29084,0.38314,1,-1,0.29084,0.33314
0.05,0.5,5,1,0,0,0.29084,0.33314,1,-1,0.24084,0.33314
0.05,0.5,5,1,1,1,0.24084,0.33314,1,0,0.24084,0.33314
0.05,0.5,6,0,0,0,0.24084,0.33314,0,0,0.24084,0.33314
0.05,0.5,6,0,1,0,0.24084,0.33314,1,-1,0.24084,0.28314
0.05,0.5,6,1,0,0,0.24084,0.28314,0,0,0.24084,0.28314
0.05,0.5,6,1,1,1,0.24084,0.28314,1,0,0.24084,0.28314
0.05,0.5,7,0,0,0,0.24084,0.28314,0,0,0.24084,0.28314
0.05,0.5,7,0,1,0,0.24084,0.28314,1,-1,0.24084,0.23314
0.05,0.5,7,1,0,0,0.24084,0.23314,0,0,0.24084,0.23314
0.05,0.5,7,1,1,1,0.24084,0.23314,1,0,0.24084,0.23314
0.05,0.5,8,0,0,0,0.24084,0.23314,0,0,0.24084,0.23314
0.05,0.5,8,0,1,0,0.24084,0.23314,0,0,0.24084,0.23314
0.05,0.5,8,1,0,0,0.24084,0.23314,0,0,0.24084,0.23314
0.05,0.5,8,1,1,1,0.24084,0.23314,1,0,0.24084,0.23314
0.05,1.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.05,1.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.53314
0.05,1.0,1,1,0,0,0.49084,0.53314,1,-1,0.44084,0.53314
0.05,1.0,1,1,1,1,0.44084,0.53314,1,0,0.44084,0.53314
0.05,1.0,2,0,0,0,0.44084,0.53314,1,-1,0.44084,0.53314
0.05,1.0,2,0,1,0,0.44084,0.53314,1,-1,0.44084,0.48314
0.05,1.0,2,1,0,0,0.44084,0.48314,1,-1,0.39084,0.48314
0.05,1.0,2,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.05,1.0,3,0,0,0,0.39084,0.48314,1,-1,0.39084,0.48314
0.05,1.0,3,0,1,0,0.39084,0.48314,1,-1,0.39084,0.43314
0.05,1.0,3,1,0,0,0.39084,0.43314,1,-1,0.34084,0.43314
0.05,1.0,3,1,1,1,0.34084,0.43314,1,0,0.34084,0.43314
0.05,1.0,4,0,0,0,0.34084,0.43314,1,-1,0.34084,0.43314
0.05,1.0,4,0,1,0,0.34084,0.43314,1,-1,0.34084,0.38314
0.05,1.0,4,1,0,0,0.34084,0.38314,1,-1,0.29084,0.38314
0.05,1.0,4,1,1,1,0.29084,0.38314,1,0,0.29084,0.38314
0.05,1.0,5,0,0,0,0.29084,0.38314,1,-1,0.29084,0.38314
0.05,1.0,5,0,1,0,0.29084,0.38314,1,-1,0.29084,0.33314
0.05,1.0,5,1,0,0,0.29084,0.33314,1,-1,0.24084,0.33314
0.05,1.0,5,1,1,1,0.24084,0.33314,1,0,0.24084,0.33314
0.05,1.0,6,0,0,0,0.24084,0.33314,1,-1,0.24084,0.33314
0.05,1.0,6,0,1,0,0.24084,0.33314,1,-1,0.24084,0.28314
0.05,1.0,6,1,0,0,0.24084,0.28314,1,-1,0.19084,0.28314
0.05,1.0,6,1,1,1,0.19084,0.28314,1,0,0.19084,0.28314
0.05,1.0,7,0,0,0,0.19084,0.28314,1,-1,0.19084,0.28314
0.05,1.0,7,0,1,0,0.19084,0.28314,1,-1,0.19084,0.23314
0.05,1.0,7,1,0,0,0.19084,0.23314,1,-1,0.14084,0.23314
0.05,1.0,7,1,1,1,0.14084,0.23314,1,0,0.14084,0.23314
0.05,1.0,8,0,0,0,0.14084,0.23314,0,0,0.14084,0.23314
0.05,1.0,8,0,1,0,0.14084,0.23314,1,-1,0.14084,0.18314
0.05,1.0,8,1,0,0,0.14084,0.18314,1,-1,0.09084,0.18314
0.05,1.0,8,1,1,1,0.09084,0.18314,1,0,0.09084,0.18314
0.05,1.0,9,0,0,0,0.09084,0.18314,0,0,0.09084,0.18314
0.05,1.0,9,0,1,0,0.09084,0.18314,1,-1,0.09084,0.13314
0.05,1.0,9,1,0,0,0.09084,0.13314,0,0,0.09084,0.13314
0.05,1.0,9,1,1,1,0.09084,0.13314,1,0,0.09084,0.13314
0.05,1.0,10,0,0,0,0.09084,0.13314,0,0,0.09084,0.13314
0.05,1.0,10,0,1,0,0.09084,0.13314,0,0,0.09084,0.13314
0.05,1.0,10,1,0,0,0.09084,0.13314,0,0,0.09084,0.13314
0.05,1.0,10,1,1,1,0.09084,0.13314,1,0,0.09084,0.13314
0.1,-1.0,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.1,-1.0,1,0,1,0,0.49084,0.58314,0,0,0.49084,0.58314
0.1,-1.0,1,1,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.1,-1.0,1,1,1,1,0.49084,0.58314,1,0,0.49084,0.58314
0.1,-0.5,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.1,-0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.48314
0.1,-0.5,1,1,0,0,0.49084,0.48314,0,0,0.49084,0.48314
0.1,-0.5,1,1,1,1,0.49084,0.48314,1,0,0.49084,0.48314
0.1,-0.5,2,0,0,0,0.49084,0.48314,0,0,0.49084,0.48314
0.1,-0.5,2,0,1,0,0.49084,0.48314,0,0,0.49084,0.48314
0.1,-0.5,2,1,0,0,0.49084,0.48314,0,0,0.49084,0.48314
0.1,-0.5,2,1,1,1,0.49084,0.48314,1,0,0.49084,0.48314
0.1,0.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.1,0.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.48314
0.1,0.0,1,1,0,0,0.49084,0.48314,1,-1,0.39084,0.48314
0.1,0.0,1,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.1,0.0,2,0,0,0,0.39084,0.48314,0,0,0.39084,0.48314
0.1,0.0,2,0,1,0,0.39084,0.48314,1,-1,0.39084,0.38314
0.1,0.0,2,1,0,0,0.39084,0.38314,0,0,0.39084,0.38314
0.1,0.0,2,1,1,1,0.39084,0.38314,1,0,0.39084,0.38314
0.1,0.0,3,0,0,0,0.39084,0.38314,0,0,0.39084,0.38314
0.1,0.0,3,0,1,0,0.39084,0.38314,0,0,0.39084,0.38314
0.1,0.0,3,1,0,0,0.39084,0.38314,0,0,0.39084,0.38314
0.1,0.0,3,1,1,1,0.39084,0.38314,1,0,0.39084,0.38314
0.1,0.5,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.1,0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.48314
0.1,0.5,1,1,0,0,0.49084,0.48314,1,-1,0.39084,0.48314
0.1,0.5,1,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.1,0.5,2,0,0,0,0.39084,0.48314,1,-1,0.39084,0.48314
0.1,0.5,2,0,1,0,0.39084,0.48314,1,-1,0.39084,0.38314
0.1,0.5,2,1,0,0,0.39084,0.38314,1,-1,0.29084,0.38314
0.1,0.5,2,1,1,1,0.29084,0.38314,1,0,0.29084,0.38314
0.1,0.5,3,0,0,0,0.29084,0.38314,0,0,0.29084,0.38314
0.1,0.5,3,0,1,0,0.29084,0.38314,1,-1,0.29084,0.28314
0.1,0.5,3,1,0,0,0.29084,0.28314,1,-1,0.19084,0.28314
0.1,0.5,3,1,1,1,0.19084,0.28314,1,0,0.19084,0.28314
0.1,0.5,4,0,0,0,0.19084,0.28314,0,0,0.19084,0.28314
0.1,0.5,4,0,1,0,0.19084,0.28314,0,0,0.19084,0.28314
0.1,0.5,4,1,0,0,0.19084,0.28314,0,0,0.19084,0.28314
0.1,0.5,4,1,1,1,0.19084,0.28314,1,0,0.19084,0.28314
0.1,1.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.1,1.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.48314
0.1,1.0,1,1,0,0,0.49084,0.48314,1,-1,0.39084,0.48314
0.1,1.0,1,1,1,1,0.39084,0.48314,1,0,0.39084,0.48314
0.1,1.0,2,0,0,0,0.39084,0.48314,1,-1,0.39084,0.48314
0.1,1.0,2,0,1,0,0.39084,0.48314,1,-1,0.39084,0.38314
0.1,1.0,2,1,0,0,0.39084,0.38314,1,-1,0.29084,0.38314
0.1,1.0,2,1,1,1,0.29084,0.38314,1,0,0.29084,0.38314
0.1,1.0,3,0,0,0,0.29084,0.38314,1,-1,0.29084,0.38314
0.1,1.0,3,0,1,0,0.29084,0.38314,1,-1,0.29084,0.28314
0.1,1.0,3,1,0,0,0.29084,0.28314,1,-1,0.19084,0.28314
0.1,1.0,3,1,1,1,0.19084,0.28314,1,0,0.19084,0.28314
0.1,1.0,4,0,0,0,0.19084,0.28314,1,-1,0.19084,0.28314
0.1,1.0,4,0,1,0,0.19084,0.28314,1,-1,0.19084,0.18314
0.1,1.0,4,1,0,0,0.19084,0.18314,1,-1,0.09084,0.18314
0.1,1.0,4,1,1,1,0.09084,0.18314,1,0,0.09084,0.18314
0.1,1.0,5,0,0,0,0.09084,0.18314,0,0,0.09084,0.18314
0.1,1.0,5,0,1,0,0.09084,0.18314,0,0,0.09084,0.18314
0.1,1.0,5,1,0,0,0.09084,0.18314,0,0,0.09084,0.18314
0.1,1.0,5,1,1,1,0.09084,0.18314,1,0,0.09084,0.18314
0.25,-1.0,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.25,-1.0,1,0,1,0,0.49084,0.58314,0,0,0.49084,0.58314
0.25,-1.0,1,1,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.25,-1.0,1,1,1,1,0.49084,0.58314,1,0,0.49084,0.58314
0.25,-0.5,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.25,-0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.33314
0.25,-0.5,1,1,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,-0.5,1,1,1,1,0.49084,0.33314,1,0,0.49084,0.33314
0.25,-0.5,2,0,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,-0.5,2,0,1,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,-0.5,2,1,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,-0.5,2,1,1,1,0.49084,0.33314,1,0,0.49084,0.33314
0.25,0.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.25,0.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.33314
0.25,0.0,1,1,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,0.0,1,1,1,1,0.49084,0.33314,1,0,0.49084,0.33314
0.25,0.0,2,0,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,0.0,2,0,1,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,0.0,2,1,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,0.0,2,1,1,1,0.49084,0.33314,1,0,0.49084,0.33314
0.25,0.5,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.25,0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.33314
0.25,0.5,1,1,0,0,0.49084,0.33314,1,-1,0.24084,0.33314
0.25,0.5,1,1,1,1,0.24084,0.33314,1,0,0.24084,0.33314
0.25,0.5,2,0,0,0,0.24084,0.33314,0,0,0.24084,0.33314
0.25,0.5,2,0,1,0,0.24084,0.33314,1,-1,0.24084,0.08314
0.25,0.5,2,1,0,0,0.24084,0.08314,0,0,0.24084,0.08314
0.25,0.5,2,1,1,1,0.24084,0.08314,0,1,0.49084,0.33314
0.25,0.5,3,0,0,0,0.49084,0.33314,0,0,0.49084,0.33314
0.25,0.5,3,0,1,0,0.49084,0.33314,1,-1,0.49084,0.08314
0.25,0.5,3,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.25,0.5,3,1,1,1,0.49084,0.08314,1,0,0.49084,0.08314
0.25,0.5,4,0,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.25,0.5,4,0,1,0,0.49084,0.08314,0,0,0.49084,0.08314
0.25,0.5,4,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.25,0.5,4,1,1,1,0.49084,0.08314,1,0,0.49084,0.08314
0.25,1.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.25,1.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.33314
0.25,1.0,1,1,0,0,0.49084,0.33314,1,-1,0.24084,0.33314
0.25,1.0,1,1,1,1,0.24084,0.33314,1,0,0.24084,0.33314
0.25,1.0,2,0,0,0,0.24084,0.33314,1,-1,0.24084,0.33314
0.25,1.0,2,0,1,0,0.24084,0.33314,1,-1,0.24084,0.08314
0.25,1.0,2,1,0,0,0.24084,0.08314,0,0,0.24084,0.08314
0.25,1.0,2,1,1,1,0.24084,0.08314,1,0,0.24084,0.08314
0.25,1.0,3,0,0,0,0.24084,0.08314,0,0,0.24084,0.08314
0.25,1.0,3,0,1,0,0.24084,0.08314,0,0,0.24084,0.08314
0.25,1.0,3,1,0,0,0.24084,0.08314,0,0,0.24084,0.08314
0.25,1.0,3,1,1,1,0.24084,0.08314,1,0,0.24084,0.08314
0.5,-1.0,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.5,-1.0,1,0,1,0,0.49084,0.58314,0,0,0.49084,0.58314
0.5,-1.0,1,1,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.5,-1.0,1,1,1,1,0.49084,0.58314,1,0,0.49084,0.58314
0.5,-0.5,1,0,0,0,0.49084,0.58314,0,0,0.49084,0.58314
0.5,-0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.08314
0.5,-0.5,1,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,-0.5,1,1,1,1,0.49084,0.08314,0,1,0.99084,0.58314
0.5,-0.5,2,0,0,0,0.99084,0.58314,0,0,0.99084,0.58314
0.5,-0.5,2,0,1,0,0.99084,0.58314,1,-1,0.99084,0.08314
0.5,-0.5,2,1,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,-0.5,2,1,1,1,0.99084,0.08314,1,0,0.99084,0.08314
0.5,-0.5,3,0,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,-0.5,3,0,1,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,-0.5,3,1,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,-0.5,3,1,1,1,0.99084,0.08314,1,0,0.99084,0.08314
0.5,0.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.5,0.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.08314
0.5,0.0,1,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,0.0,1,1,1,1,0.49084,0.08314,0,1,0.99084,0.58314
0.5,0.0,2,0,0,0,0.99084,0.58314,0,0,0.99084,0.58314
0.5,0.0,2,0,1,0,0.99084,0.58314,1,-1,0.99084,0.08314
0.5,0.0,2,1,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,0.0,2,1,1,1,0.99084,0.08314,1,0,0.99084,0.08314
0.5,0.0,3,0,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,0.0,3,0,1,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,0.0,3,1,0,0,0.99084,0.08314,0,0,0.99084,0.08314
0.5,0.0,3,1,1,1,0.99084,0.08314,1,0,0.99084,0.08314
0.5,0.5,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.5,0.5,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.08314
0.5,0.5,1,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,0.5,1,1,1,1,0.49084,0.08314,1,0,0.49084,0.08314
0.5,0.5,2,0,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,0.5,2,0,1,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,0.5,2,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
0.5,0.5,2,1,1,1,0.49084,0.08314,1,0,0.49084,0.08314
0.5,1.0,1,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.5,1.0,1,0,1,0,0.49084,0.58314,1,-1,0.49084,0.08314
0.5,1.0,1,1,0,0,0.49084,0.08314,1,-1,-0.00916,0.08314
0.5,1.0,1,1,1,1,-0.00916,0.08314,0,1,0.49084,0.58314
0.5,1.0,2,0,0,0,0.49084,0.58314,1,-1,0.49084,0.58314
0.5,1.0,2,0,1,0,0.49084,0.58314,1,-1,0.49084,0.08314
0.5,1.0,2,1,0,0,0.49084,0.08314,0,0,0.49084,0.08314
